company,assessment_date,institution_type,pcaf_signatory,pcaf_part,criterion,score,max_score,percentage,verification_status,extraction_result,evidence,priority,gap_description,assessor_notes
KBC,2024-12-31,Bancassurance,Signatory,Part A,Asset Class Coverage,3,5,60.0,[VERIFIED],,"9.5/18 = 52.8%. Loan portfolio PCAF: agriculture 38% (6.0 Mt), real estate/mortgages 13%, energy 9%, transport 8%, chemicals 2%, metals 3%, building 2%, food 3% (L3908-3910). White Paper sectors = 78% of financed S1&S2, 66% of loans. KBC Insurance: equity+bonds tracked (L5657-5677, Trucost). Sovereign bonds tracked (L5699-5701). Motor vehicle financing covered (L5001). All S1&S2; S3 reported but not in targets (L3987).",—,—,V2 client-verified
KBC,2024-12-31,Bancassurance,Signatory,Part A,Data Quality Score,0,5,0.0,[VERIFIED],,No overall PCAF DQS published. PCAF quality scoring referenced at sector level (L5112) but no weighted average figure. Score 0.,—,—,V2 client-verified
KBC,2024-12-31,Bancassurance,Signatory,Part A,Attribution Methodology,4,5,80.0,[VERIFIED],,"PCAF signatory. Uses PCAF Global Standard since 2019 for loan portfolio (L3872). Trucost for investment portfolios. PACTA for sector alignment. White Paper sectoral targets with scenario-based benchmarks (L4043-4048). Dedicated Data and Metrics project within Sustainable Finance Programme (L3809). Score 4: comprehensive PCAF methodology, signatory.",—,—,V2 client-verified
KBC,2024-12-31,Bancassurance,Signatory,Part A,Portfolio Coverage,3,5,60.0,[VERIFIED],,"Climate targets cover ~62% of total financed S1&S2 emissions (L3986/L4000). White Paper sectors = 78% of financed S1&S2, 66% of total loan portfolio (L3986). The 44% at L4777 refers to real estate's share of total loan exposure (91bn/207bn), NOT portfolio coverage. PCAF applied to entire loan portfolio since 2021 (L3872). Score 3 (60-80%).",—,—,V2 client-verified
KBC,2024-12-31,Bancassurance,Signatory,Part A,Temporal Coverage,3,3,100.0,[VERIFIED],,"PCAF financed emissions since 2019 (L3872), entire portfolio since 2021. 2021 baselines for all White Paper targets. 2030 and 2050 targets across all sectors (L3986-3989). Fourth consecutive progress report (L3877). Score 3.",—,—,V2 client-verified
KBC,2024-12-31,Bancassurance,Signatory,Part B,Asset Class Coverage,0,5,0.0,[VERIFIED],,Facilitated emissions explicitly immaterial. Verbatim: 'the portion of our portfolio subject to the PCAF Facilitated Emissions Standard relative to the outstanding exposure in our loan portfolio is only 0.46%. We therefore consider this to be immaterial and do not calculate nor publish the facilitated emissions.' Score 0.,—,—,V2 client-verified
KBC,2024-12-31,Bancassurance,Signatory,Part B,Attribution Methodology,0,5,0.0,[VERIFIED],,No facilitated emissions methodology — immaterial portfolio.,—,—,V2 client-verified
KBC,2024-12-31,Bancassurance,Signatory,Part B,Temporal Coverage,0,3,0.0,[VERIFIED],,No facilitated emissions data.,—,—,V2 client-verified
KBC,2024-12-31,Bancassurance,Signatory,Part C,Asset Class Coverage,3,5,60.0,[VERIFIED],,"PCAF Part C used. Personal motor: 2,699,160 vehicles, 283,382 tCO2e (L5728). Commercial lines: 173,847 tCO2e with sector breakdown (L5729-5747). Two of four PCAF Part C branches covered (motor S1&S2 + commercial S1&S2). 5.0/8.0 = 62.5%. Described as pilot phase. Score 3.",—,—,V2 client-verified
KBC,2024-12-31,Bancassurance,Signatory,Part C,Attribution Methodology,2,5,40.0,[VERIFIED],,PCAF Standard Part C applied. Described as pilot phase (L5727). Calculations 'largely based on estimates and proxies' (L5748). Score 2: ITV method applied but still in development.,—,—,V2 client-verified
KBC,2024-12-31,Bancassurance,Signatory,Part C,Temporal Coverage,1,3,33.3,[VERIFIED],,"Second year of IAE calculation (first in 2023, L5726). Two years of data. Score 1.",—,—,V2 client-verified
Legal & General,2024-12-31,Insurance,Signatory,Part A,Asset Class Coverage,3,5,60.0,[VERIFIED],,"9.0/18 = 50.0%. Bonds 90% of portfolio (Table 4, L1126-1130, £87.2bn incl. lifetime mortgages £5.9bn). Property 9% (L1131-1135, £6.0bn). Equity 1% (L1136-1140, £2.9bn). Private debt and private equity covered via proxy (L1190). Sovereign (Government 16%, Table 5 L1172-1176). All S1&S2 only (L1079). CRE uses whole-building data. Motor vehicle not covered.",—,—,V2 client-verified
Legal & General,2024-12-31,Insurance,Signatory,Part A,Data Quality Score,4,5,80.0,[VERIFIED],,"PCAF DQS = 2.3 (2024), 2.5 (2023). Per asset class (Table 4): Bond 2.3, Property 2.3, Equity 2.3. Score 4: DQS 2.3 falls in 1.5-2.5 range. Auto-scan found 2.8 which was a previous year or different metric.",—,—,V2 client-verified
Legal & General,2024-12-31,Insurance,Signatory,Part A,Attribution Methodology,4,5,80.0,[VERIFIED],,"PCAF signatory. Reports PCAF DQS across all asset classes (Tables 3-5). Uses EVIC for corporates, sovereign capital stock for sovereigns, market valuations for real estate (L1081-1083). SBTi-validated targets. NZAOA member. Comprehensive financed emissions methodology covering £96.1bn. Score 4: full PCAF methods, signatory, reported status.",—,—,V2 client-verified
Legal & General,2024-12-31,Insurance,Signatory,Part A,Portfolio Coverage,5,5,100.0,[VERIFIED],,"£96.1bn of £97.6bn proprietary assets included in financed emissions = 98.5% (L1086+L1188). Total absolute emissions: 4.9M tCO2e (L1144). Proxy approaches fill coverage gaps for real estate, lifetime mortgages, private debt, private equity (L1190). Score 5 (>95%).",—,—,V2 client-verified
Legal & General,2024-12-31,Insurance,Signatory,Part A,Temporal Coverage,3,3,100.0,[VERIFIED],,"Investment GHG intensity tracked from 2019 base year. 37% reduction achieved by 2024 (Table 3, L1102-1104). SBTi targets: 50% reduction by 2030 (L869). Net zero by 2050 (L541). Score 3.",—,—,V2 client-verified
Legal & General,2024-12-31,Insurance,Signatory,Part B,Asset Class Coverage,N/A,N/A,,[N/A],,N/A — L&G is not a bank/bancassurance.,N/A,N/A,V2 client-verified – N/A
Legal & General,2024-12-31,Insurance,Signatory,Part B,Attribution Methodology,N/A,N/A,,[N/A],,N/A,N/A,N/A,V2 client-verified – N/A
Legal & General,2024-12-31,Insurance,Signatory,Part B,Temporal Coverage,N/A,N/A,,[N/A],,N/A,N/A,N/A,V2 client-verified – N/A
Legal & General,2024-12-31,Insurance,Signatory,Part C,Asset Class Coverage,0,5,0.0,[VERIFIED],,L&G is a life/retirement insurer and asset manager. No P&C underwriting. No insurance-associated emissions (IAE) reported. IAE is not applicable to L&G's business model.,—,—,V2 client-verified
Legal & General,2024-12-31,Insurance,Signatory,Part C,Attribution Methodology,0,5,0.0,[VERIFIED],,No IAE methodology — no P&C underwriting business.,—,—,V2 client-verified
Legal & General,2024-12-31,Insurance,Signatory,Part C,Temporal Coverage,0,3,0.0,[VERIFIED],,No IAE data.,—,—,V2 client-verified
NN Group,2024-12-31,Insurance,Signatory,Part A,Asset Class Coverage,1,5,20.0,[UNVERIFIED],,"6.0/18 = 33.3%. Asset classes found: ['listed_equity_bonds', 'mortgages', 'motor_vehicle', 'sovereign_debt'].",—,—,V2 client-verified
NN Group,2024-12-31,Insurance,Signatory,Part A,Data Quality Score,4,5,80.0,[UNVERIFIED],"[FOUND — HUMAN VERIFICATION REQUIRED: DQS values extracted by regex, need context check]",DQS value: 1.5.,—,—,V2 client-verified
NN Group,2024-12-31,Insurance,Signatory,Part A,Attribution Methodology,4,5,80.0,[UNVERIFIED],,"PCAF signatory confirmed. L5464: orresponding emission factor. Together with other members of PCAF, we are exploring ways to obtain the actual consumption data to further enhance repo",—,—,V2 client-verified
NN Group,2024-12-31,Insurance,Signatory,Part A,Portfolio Coverage,1,5,20.0,[UNVERIFIED],"[FOUND — HUMAN VERIFICATION REQUIRED: 40.0% found at L20000, verify this is PCAF portfolio coverage not another metric]",Coverage: 40.0%.,—,—,V2 client-verified
NN Group,2024-12-31,Insurance,Signatory,Part A,Temporal Coverage,3,3,100.0,[UNVERIFIED],,"Years: [2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026]. Targets: True.",—,—,V2 client-verified
NN Group,2024-12-31,Insurance,Signatory,Part B,Asset Class Coverage,N/A,N/A,,[N/A],,N/A — not a bank/bancassurance.,N/A,N/A,V2 client-verified – N/A
NN Group,2024-12-31,Insurance,Signatory,Part B,Attribution Methodology,N/A,N/A,,[N/A],,N/A,N/A,N/A,V2 client-verified – N/A
NN Group,2024-12-31,Insurance,Signatory,Part B,Temporal Coverage,N/A,N/A,,[N/A],,N/A,N/A,N/A,V2 client-verified – N/A
NN Group,2024-12-31,Insurance,Signatory,Part C,Asset Class Coverage,2,5,40.0,[UNVERIFIED],,IAE mentioned at L4583.,—,—,V2 client-verified
NN Group,2024-12-31,Insurance,Signatory,Part C,Attribution Methodology,2,5,40.0,[UNVERIFIED],,Methodology details require human verification.,—,—,V2 client-verified
NN Group,2024-12-31,Insurance,Signatory,Part C,Temporal Coverage,1,3,33.3,[UNVERIFIED],,Temporal extent requires human verification.,—,—,V2 client-verified
Nordea,2024-12-31,Bank,Signatory,Part A,Asset Class Coverage,5,5,100.0,[CLIENT-VERIFIED],,17/18 coefficient coverage (94.4%) – all 7 asset classes covered for S1&S2+S3 except sovereign debt S3,—,—,V2 client-verified
Nordea,2024-12-31,Bank,Signatory,Part A,Data Quality Score,3,5,60.0,[CLIENT-VERIFIED],,Average DQS between 3 and 4,—,—,V2 client-verified
Nordea,2024-12-31,Bank,Signatory,Part A,Attribution Methodology,4,5,80.0,[CLIENT-VERIFIED],,Full PCAF methodology per asset class (PCAF signatory),—,—,V2 client-verified
Nordea,2024-12-31,Bank,Signatory,Part A,Portfolio Coverage,3,5,60.0,[CLIENT-VERIFIED],,~75% portfolio coverage,—,—,V2 client-verified
Nordea,2024-12-31,Bank,Signatory,Part A,Temporal Coverage,3,3,100.0,[CLIENT-VERIFIED],,3 years of history + trends + projections/targets,—,—,V2 client-verified
Nordea,2024-12-31,Bank,Signatory,Part B,Asset Class Coverage,0,5,0.0,[CLIENT-VERIFIED],,No facilitated emissions reported (Part B not yet implemented),—,—,V2 client-verified
Nordea,2024-12-31,Bank,Signatory,Part B,Attribution Methodology,0,5,0.0,[CLIENT-VERIFIED],,No facilitated emissions attribution disclosed,—,—,V2 client-verified
Nordea,2024-12-31,Bank,Signatory,Part B,Temporal Coverage,0,3,0.0,[CLIENT-VERIFIED],,No historical facilitated emissions data,—,—,V2 client-verified
Nordea,2024-12-31,Bank,Signatory,Part C,Asset Class Coverage,N/A,N/A,,[N/A],,N/A – Nordea has no P&C insurance activity; life insurance emissions included in financed emissions,N/A,N/A,V2 client-verified – N/A
Nordea,2024-12-31,Bank,Signatory,Part C,Attribution Methodology,N/A,N/A,,[N/A],,N/A,N/A,N/A,V2 client-verified – N/A
Nordea,2024-12-31,Bank,Signatory,Part C,Temporal Coverage,N/A,N/A,,[N/A],,N/A,N/A,N/A,V2 client-verified – N/A
Phoenix Group,2024-12-31,Insurance,Signatory,Part A,Asset Class Coverage,2,5,40.0,[VERIFIED],,"8.0/18 = 44.4%. Listed equity S1&S2+S3 (L2085-2103, 12.4 MtCO2e total; S3 analyzed at 88 MtCO2e, L2231). Listed credit S1&S2. Sovereign debt S1 production (L2178, DQS 2.0). Real estate S1&S2&S3 (L2180, DQS 3.0). Illiquid credit (L2182). Equity release mortgages (L2183-2184, DQS 5.0). Not covered: business loans, project finance, motor vehicle.",—,—,V2 client-verified
Phoenix Group,2024-12-31,Insurance,Signatory,Part A,Data Quality Score,4,5,80.0,[VERIFIED],,"PCAF DQS total = 1.7 (2024), 1.7 (2023), 1.8 (2019). Per asset class: Listed equity 1.4, Listed credit 1.5, Sovereign 2.0, Real estate 3.0, Illiquid credit 2.7, Equity release 5.0. Score 4: DQS 1.7 falls in 1.5-2.5 range. Auto-scan missed the DQS table entirely.",—,—,V2 client-verified
Phoenix Group,2024-12-31,Insurance,Signatory,Part A,Attribution Methodology,4,5,80.0,[VERIFIED],,Explicitly uses PCAF methodology. Verbatim: 'We use the financed emissions methodologies developed by the Partnership for Carbon Accounting Financials (PCAF)'. PCAF signatory. NZAOA aligned targets (L2146). ISS data vendor (L2168). Comprehensive methodology across 6 asset classes. Score 4.,—,—,V2 client-verified
Phoenix Group,2024-12-31,Insurance,Signatory,Part A,Portfolio Coverage,3,5,60.0,[VERIFIED],,"£198bn AUA covered in carbon footprinting out of £284bn total life company assets = 70%. Covers 100% of 2025 target scope, 92% of 2030 target scope, 70% of 2050 target scope. The 85% at L5835 refers to the scope of coverage for the 2030 decarbonisation target, not overall AUA coverage. Score 3 (60-80%).",—,—,V2 client-verified
Phoenix Group,2024-12-31,Insurance,Signatory,Part A,Temporal Coverage,3,3,100.0,[VERIFIED],,"2019 baseline (L2168). Data for 2019, 2021, 2023, 2024 (L2079-2136). 52% reduction in listed equity+credit intensity (L2148). 2025 target: 25% reduction. 2030: 50%. 2050: net zero (L2152-2159). Score 3.",—,—,V2 client-verified
Phoenix Group,2024-12-31,Insurance,Signatory,Part B,Asset Class Coverage,N/A,N/A,,[N/A],,N/A — Phoenix Group is not a bank/bancassurance.,N/A,N/A,V2 client-verified – N/A
Phoenix Group,2024-12-31,Insurance,Signatory,Part B,Attribution Methodology,N/A,N/A,,[N/A],,N/A,N/A,N/A,V2 client-verified – N/A
Phoenix Group,2024-12-31,Insurance,Signatory,Part B,Temporal Coverage,N/A,N/A,,[N/A],,N/A,N/A,N/A,V2 client-verified – N/A
Phoenix Group,2024-12-31,Insurance,Signatory,Part C,Asset Class Coverage,0,5,0.0,[VERIFIED],,"Phoenix Group is a life/retirement insurer (pensions, annuities, retirement income). No P&C underwriting. No insurance-associated emissions (IAE) reported or applicable.",—,—,V2 client-verified
Phoenix Group,2024-12-31,Insurance,Signatory,Part C,Attribution Methodology,0,5,0.0,[VERIFIED],,No IAE methodology — no P&C underwriting business.,—,—,V2 client-verified
Phoenix Group,2024-12-31,Insurance,Signatory,Part C,Temporal Coverage,0,3,0.0,[VERIFIED],,No IAE data.,—,—,V2 client-verified
Santander,2024-12-31,Bank,Signatory,Part A,Asset Class Coverage,3,5,60.0,[UNVERIFIED],,"12.0/18 = 66.7%. Asset classes found: ['listed_equity_bonds', 'business_loans', 'project_finance', 'commercial_re', 'mortgages', 'motor_vehicle', 'sovereign_debt'].",—,—,V2 client-verified
Santander,2024-12-31,Bank,Signatory,Part A,Data Quality Score,4,5,80.0,[UNVERIFIED],"[FOUND — HUMAN VERIFICATION REQUIRED: DQS values extracted by regex, need context check]",DQS value: 2.3.,—,—,V2 client-verified
Santander,2024-12-31,Bank,Signatory,Part A,Attribution Methodology,4,5,80.0,[UNVERIFIED],,PCAF signatory confirmed. L4159: rbon Accounting Financials (PCAF): We have been a member of PCAF since 2021 and thus committed to disclose our financed emissions according to the PCA,—,—,V2 client-verified
Santander,2024-12-31,Bank,Signatory,Part A,Portfolio Coverage,2,5,40.0,[UNVERIFIED],"[FOUND — HUMAN VERIFICATION REQUIRED: 50.0% found at L3836, verify this is PCAF portfolio coverage not another metric]",Coverage: 50.0%.,—,—,V2 client-verified
Santander,2024-12-31,Bank,Signatory,Part A,Temporal Coverage,3,3,100.0,[UNVERIFIED],,"Years: [2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026]. Targets: True.",—,—,V2 client-verified
Santander,2024-12-31,Bank,Signatory,Part B,Asset Class Coverage,1,5,20.0,[UNVERIFIED],,Facilitated emissions mentioned at L2849.,—,—,V2 client-verified
Santander,2024-12-31,Bank,Signatory,Part B,Attribution Methodology,2,5,40.0,[UNVERIFIED],,Methodology details require human verification.,—,—,V2 client-verified
Santander,2024-12-31,Bank,Signatory,Part B,Temporal Coverage,1,3,33.3,[UNVERIFIED],,Temporal extent requires human verification.,—,—,V2 client-verified
Santander,2024-12-31,Bank,Signatory,Part C,Asset Class Coverage,N/A,N/A,,[N/A],,N/A — not an insurer/reinsurer.,N/A,N/A,V2 client-verified – N/A
Santander,2024-12-31,Bank,Signatory,Part C,Attribution Methodology,N/A,N/A,,[N/A],,N/A,N/A,N/A,V2 client-verified – N/A
Santander,2024-12-31,Bank,Signatory,Part C,Temporal Coverage,N/A,N/A,,[N/A],,N/A,N/A,N/A,V2 client-verified – N/A
Schroders,2024-12-31,Asset Manager,Non-signatory (mentions PCAF),Part A,Asset Class Coverage,1,5,20.0,[VERIFIED],,"7.0/18 = 38.9%. Listed equity + corporate bonds + REITs + ETFs: S1&S2 (18.5 MtCO2e, L786) AND S3 (141.9 MtCO2e, L10104-10108) = reported (6.0/6.0). Schroders Capital Real Estate: partial S1&S2&S3 tenant (L854, carbon intensity targets). Not covered: business loans, project finance, mortgages, motor vehicle, sovereign debt. Score 1 (0-40%).",—,—,V2 client-verified
Schroders,2024-12-31,Asset Manager,Non-signatory (mentions PCAF),Part A,Data Quality Score,0,5,0.0,[VERIFIED],,"No PCAF DQS published. Report acknowledges data quality issues (L10082, L10130: 'emissions data is frequently based on estimates or proxy data') but no weighted average DQS disclosed. Score 0.",—,—,V2 client-verified
Schroders,2024-12-31,Asset Manager,Non-signatory (mentions PCAF),Part A,Attribution Methodology,3,5,60.0,[VERIFIED],,"Uses PCAF principles for financed emissions calculations. Verbatim: 'we use our own methodology, which is based on Partnership of Carbon Accounting Financials (PCAF) principles'. SBTi-validated targets (L771-773). MSCI data for emissions. Not a PCAF signatory (mentions PCAF but not member). Score 3: PCAF-aligned methods per asset class, not signatory.",—,—,V2 client-verified
Schroders,2024-12-31,Asset Manager,Non-signatory (mentions PCAF),Part A,Portfolio Coverage,0,5,0.0,[VERIFIED],,"No explicit portfolio coverage % disclosed. In-scope assets for SBTi = directly managed listed equity, corporate bonds, REITs, ETFs (L780). Total AUM £778.7bn but in-scope portion not quantified as a coverage %. The 97% figure (L10055) refers to operational Scope 3 from business travel and supply chain, NOT financed emissions coverage. Score 0.",—,—,V2 client-verified
Schroders,2024-12-31,Asset Manager,Non-signatory (mentions PCAF),Part A,Temporal Coverage,3,3,100.0,[VERIFIED],,"Financed emissions tracked from 2019 base year (L10091-10119). Annual data 2019-2024. SBTi targets: 2.2°C by 2030, 1.5°C by 2040, net zero by 2050 (L822-863). Portfolio temperature score improving: 2.9°C (2020) → 2.4°C (2024). Score 3.",—,—,V2 client-verified
Schroders,2024-12-31,Asset Manager,Non-signatory (mentions PCAF),Part B,Asset Class Coverage,N/A,N/A,,[N/A],,"N/A — Schroders is an asset manager, not a bank/bancassurance.",N/A,N/A,V2 client-verified – N/A
Schroders,2024-12-31,Asset Manager,Non-signatory (mentions PCAF),Part B,Attribution Methodology,N/A,N/A,,[N/A],,N/A,N/A,N/A,V2 client-verified – N/A
Schroders,2024-12-31,Asset Manager,Non-signatory (mentions PCAF),Part B,Temporal Coverage,N/A,N/A,,[N/A],,N/A,N/A,N/A,V2 client-verified – N/A
Schroders,2024-12-31,Asset Manager,Non-signatory (mentions PCAF),Part C,Asset Class Coverage,N/A,N/A,,[N/A],,"N/A — Schroders is an asset manager, not an insurer/reinsurer.",N/A,N/A,V2 client-verified – N/A
Schroders,2024-12-31,Asset Manager,Non-signatory (mentions PCAF),Part C,Attribution Methodology,N/A,N/A,,[N/A],,N/A,N/A,N/A,V2 client-verified – N/A
Schroders,2024-12-31,Asset Manager,Non-signatory (mentions PCAF),Part C,Temporal Coverage,N/A,N/A,,[N/A],,N/A,N/A,N/A,V2 client-verified – N/A
Société Générale,2024-12-31,Bank,Non-signatory (mentions PCAF),Part A,Asset Class Coverage,3,5,60.0,[UNVERIFIED],,"9.5/18 weighted coverage (53%). Detail: Listed equity and corporate bonds: 0.0/6.0 (not reported); Business loans and unlisted equity: 6.0/6.0 (S1&S2 + S3); Project finance: 1.0/2.0 (S1&S2 only, S3 not covered); Commercial real estate: 1.0/1.0 (S1&S2); Mortgages: 0.5/0.5 (S1&S2 partial coverage); Motor vehicle loans: 0.5/0.5 (S1&S2 partial coverage); Sovereign debt: 0.5/2.0 (S1&S2 production only, LULUCF not included, S3 not covered)",Medium,Extend coverage to missing asset classes and include S3 emissions,"Priority 2: Report total financed emissions, not just sector targets"
Société Générale,2024-12-31,Bank,Non-signatory (mentions PCAF),Part A,Data Quality Score,0,5,0.0,[UNVERIFIED],,PCAF® data quality score not disclosed in the sustainability report. Score 0: no DQS data available to assess data quality.,High,Implement and disclose PCAF® DQS,"Priority 2: Report total financed emissions, not just sector targets"
Société Générale,2024-12-31,Bank,Non-signatory (mentions PCAF),Part A,Attribution Methodology,2,5,40.0,[UNVERIFIED],,PCAF® mentioned but not a signatory. Documented methods with partial asset class coverage (Part A status: partial). Score 2.,High,Incomplete methodology,"Priority 2: Report total financed emissions, not just sector targets"
Société Générale,2024-12-31,Bank,Non-signatory (mentions PCAF),Part A,Portfolio Coverage,0,5,0.0,[UNVERIFIED],[No data],"No PCAF® portfolio coverage rate (Scope 3, Cat. 15) found in Société Générale's 2024 sustainability report.",Medium,Coverage data not disclosed – publish explicit PCAF® portfolio coverage rate,"Priority 2: Report total financed emissions, not just sector targets"
Société Générale,2024-12-31,Bank,Non-signatory (mentions PCAF),Part A,Temporal Coverage,1,3,33.3,[UNVERIFIED],,"Part A status: partial, no quantified financed emissions found. Score 1: current year only (no multi-year trend possible).",Low,Extend to 3 years + projections for maximum score,"Priority 2: Report total financed emissions, not just sector targets"
Société Générale,2024-12-31,Bank,Non-signatory (mentions PCAF),Part B,Asset Class Coverage,1,5,20.0,[UNVERIFIED],,Facilitated emissions composite 2/5 → ~40% Part B asset class coverage,High,Extend Part B to all 5 asset classes,"Priority 2: Report total financed emissions, not just sector targets"
Société Générale,2024-12-31,Bank,Non-signatory (mentions PCAF),Part B,Attribution Methodology,2,5,40.0,[UNVERIFIED],,Time-based allocation documented,Medium,Full PCAF® Part B alignment,"Priority 2: Report total financed emissions, not just sector targets"
Société Générale,2024-12-31,Bank,Non-signatory (mentions PCAF),Part B,Temporal Coverage,1,3,33.3,[UNVERIFIED],,Current year only,Low,Extend to multi-year reporting,"Priority 2: Report total financed emissions, not just sector targets"
Société Générale,2024-12-31,Bank,Non-signatory (mentions PCAF),Part C,Asset Class Coverage,N/A,N/A,,[N/A],,N/A – not applicable (not an insurer/reinsurer),N/A,N/A,"Priority 2: Report total financed emissions, not just sector targets"
Société Générale,2024-12-31,Bank,Non-signatory (mentions PCAF),Part C,Attribution Methodology,N/A,N/A,,[N/A],,N/A – not applicable,N/A,N/A,"Priority 2: Report total financed emissions, not just sector targets"
Société Générale,2024-12-31,Bank,Non-signatory (mentions PCAF),Part C,Temporal Coverage,N/A,N/A,,[N/A],,N/A – not applicable,N/A,N/A,"Priority 2: Report total financed emissions, not just sector targets"
Swiss Re,2024-12-31,Reinsurance,Signatory,Part A,Asset Class Coverage,1,5,20.0,[VERIFIED],,"4.5/18 = 25.0%. Corporate bonds + listed equity: S1&S2 only (L2163, 'Scope 1 and 2, excluding ETFs'), S3 monitored but not reliably reported (L2100). Commercial real estate: S1+S2+S3 operational (L2169, CRREM methodology). Sovereign bonds: S1 excl. LULUCF via PCAF (L2215). Not covered: business loans, project finance, mortgages, motor vehicle.",—,—,V2 client-verified
Swiss Re,2024-12-31,Reinsurance,Signatory,Part A,Data Quality Score,0,5,0.0,[VERIFIED],,"No PCAF DQS published for the investment portfolio. The DQS of 4.0 (L3266-3271) relates to insurance-associated emissions (Part C), not financed emissions.",—,—,V2 client-verified
Swiss Re,2024-12-31,Reinsurance,Signatory,Part A,Attribution Methodology,3,5,60.0,[VERIFIED],,PCAF signatory. Chaired PCAF IAE working group (L1484). Co-developed PCAF Part C standard (L308). Uses PCAF methodology for sovereign bonds (L2215) and IAE (L1991). Part A coverage partial (not all asset classes). Score 3: PCAF-aligned methods per covered asset class.,—,—,V2 client-verified
Swiss Re,2024-12-31,Reinsurance,Signatory,Part A,Portfolio Coverage,3,5,60.0,[VERIFIED],,"67% confirmed. Verbatim: '67% of its overall investment portfolio and most of its operational spend is covered in terms of absolute GHG emissions'. Corporate bonds + listed equity = 32% of portfolio (L2097). Sovereign bonds added in 2024 (L2218). The 23% figure at L1993 refers to 'actual reported data available for 23% of the portfolios in scope' for IAE (Part C), NOT investment portfolio coverage. Score 3 (60-80%).",—,—,V2 client-verified
Swiss Re,2024-12-31,Reinsurance,Signatory,Part A,Temporal Coverage,3,3,100.0,[VERIFIED],,"Investment GHG intensity tracked 2018-2024 (7 years, L2096-2136). SBTi commitment since 2019 (L1465). 2025 targets achieved (L2016). New 2030 targets set (L2047-2083). Net-zero by 2050. Score 3.",—,—,V2 client-verified
Swiss Re,2024-12-31,Reinsurance,Signatory,Part B,Asset Class Coverage,N/A,N/A,,[N/A],,"N/A — Swiss Re is a reinsurer, not a bank/bancassurance.",N/A,N/A,V2 client-verified – N/A
Swiss Re,2024-12-31,Reinsurance,Signatory,Part B,Attribution Methodology,N/A,N/A,,[N/A],,N/A,N/A,N/A,V2 client-verified – N/A
Swiss Re,2024-12-31,Reinsurance,Signatory,Part B,Temporal Coverage,N/A,N/A,,[N/A],,N/A,N/A,N/A,V2 client-verified – N/A
Swiss Re,2024-12-31,Reinsurance,Signatory,Part C,Asset Class Coverage,1,5,20.0,[VERIFIED],,"2.75/8.0 = 34.4%. Commercial lines S1&S2: reported (L3243-3253, GWP $5.2bn, 1.6M tCO2e). Reinsurance commercial S1&S2: included (Swiss Re is a reinsurer, same portfolio). S3 not published for any branch (L3315: 'Due to data quality and availability issues, Scope 3 GHG emissions are not published'). Personal motor: sold iptiQ (L1996). Coverage: 90% of commercial lines premiums in scope (L3313). Score 1 (0-40%).",—,—,V2 client-verified
Swiss Re,2024-12-31,Reinsurance,Signatory,Part C,Attribution Methodology,3,5,60.0,[VERIFIED],,"Explicitly uses PCAF Part C standard (L1990-1991: 'utilised the Global GHG Accounting & Reporting Standard Part C for Insurance-Associated Emissions by PCAF'). Swiss Re co-developed and chaired the PCAF IAE working group (L1484, L308). Uses CDP, MSCI, PCAF/EXIOBASE data sources (L3313). Score 3: PCAF insurance attribution applied.",—,—,V2 client-verified
Swiss Re,2024-12-31,Reinsurance,Signatory,Part C,Temporal Coverage,2,3,66.7,[VERIFIED],,"IAE data for 3 years: 2022 (1.3M tCO2e), 2023 (1.6M tCO2e), 2024 (1.6M tCO2e) per L3240-3253. First IAE publication in 2023 (L1488). Net-zero 2050 targets in place. Score 2: multi-year data with trend analysis.",—,—,V2 client-verified
UniCredit,2024-12-31,Bank,Non-signatory (mentions PCAF),Part A,Asset Class Coverage,1,5,20.0,[UNVERIFIED],,"4.5/18 = 25.0%. Asset classes found: ['listed_equity_bonds', 'commercial_re', 'mortgages'].",—,—,V2 client-verified
UniCredit,2024-12-31,Bank,Non-signatory (mentions PCAF),Part A,Data Quality Score,0,5,0.0,[UNVERIFIED],[NOT FOUND],DQS value: None.,—,—,V2 client-verified
UniCredit,2024-12-31,Bank,Non-signatory (mentions PCAF),Part A,Attribution Methodology,2,5,40.0,[UNVERIFIED],,"PCAF mentioned (L2243), partial coverage.",—,—,V2 client-verified
UniCredit,2024-12-31,Bank,Non-signatory (mentions PCAF),Part A,Portfolio Coverage,1,5,20.0,[UNVERIFIED],"[FOUND — HUMAN VERIFICATION REQUIRED: 32.0% found at L4320, verify this is PCAF portfolio coverage not another metric]",Coverage: 32.0%.,—,—,V2 client-verified
UniCredit,2024-12-31,Bank,Non-signatory (mentions PCAF),Part A,Temporal Coverage,3,3,100.0,[UNVERIFIED],,"Years: [2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026]. Targets: True.",—,—,V2 client-verified
UniCredit,2024-12-31,Bank,Non-signatory (mentions PCAF),Part B,Asset Class Coverage,1,5,20.0,[UNVERIFIED],,Facilitated emissions mentioned at L2054.,—,—,V2 client-verified
UniCredit,2024-12-31,Bank,Non-signatory (mentions PCAF),Part B,Attribution Methodology,2,5,40.0,[UNVERIFIED],,Methodology details require human verification.,—,—,V2 client-verified
